substance_a,substance_b,substance_a_norm,substance_b_norm,severity,ansm_codes,mechanism,conduct,source_page
AZITHROMYCINE,IVABRADINE,azithromycine,ivabradine,moderate,PE,"Risque majoré de troubles du rythme ventriculaires, notamment de torsades de pointes. De plus, risque d'augmentation des concentrations plasmatiques de l’ivabradine par augmentation de son absorption par l’azithromycine.",Surveillance clinique et ECG pendant l’association.,38
AZITHROMYCINE,SIMVASTATINE,azithromycine,simvastatine,moderate,PE,"Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, par diminution du métabolisme hépatique de l'hypocholestérolémiant.",Utiliser des doses plus faibles d’hypocholestérolémiant ou une autre statine non concernée par ce type d’interaction.,38
AZITHROMYCINE,SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,azithromycine,substances susceptibles de donner des torsades de pointes,moderate,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique pendant l'association.,38
AZTREONAM,"VALPROÏQUE (ACIDE) ET, PAR EXTRAPOLATION, VALPROMIDE",aztreonam,"valproique (acide) et, par extrapolation, valpromide",moderate,PE,"Risque de survenue de crises convulsives, par diminution des concentrations plasmatiques de l'acide valproïque.","Surveillance clinique, dosages plasmatiques et adaptation éventuelle de la posologie de l'anticonvulsivant pendant le traitement par l'anti- infectieux et après son arrêt.",38
BACLOFENE,LEVODOPA,baclofene,levodopa,low,APEC,"Risque d’aggravation du syndrome parkinsonien ou d’effets indésirables centraux (hallucinations visuelles, état confusionnel, céphalées).",,38
BARBITURIQUES,BENZODIAZÉPINES ET APPARENTÉS,barbituriques,benzodiazepines et apparentes,low,APEC,"Risque majoré de sédation et de dépression respiratoire pouvant entraîner coma et décès, notamment chez le sujet âgé. Il convient de limiter autant que possible les doses et la durée de l’association.",,38
BARBITURIQUES,MORPHINIQUES,barbituriques,morphiniques,low,APEC,"Risque majoré de sédation et de dépression respiratoire pouvant entraîner coma et décès, notamment chez le sujet âgé. Il convient de limiter autant que possible les doses et la durée de l’association.",,38
BARBITURIQUES,OXYBATE DE SODIUM,barbituriques,oxybate de sodium,critical,CI,"Risque majoré de dépression respiratoire, pouvant être fatale en cas de surdosage.",,38
BAZÉDOXIFÈNE,INDUCTEURS ENZYMATIQUES,bazedoxifene,inducteurs enzymatiques,moderate,PE,Diminution des concentrations plasmatiques de bazédoxifène par l’inducteur.,Surveillance d'éventuels signes évocateurs d’une perte d’efficacité (saignements).,38
BÉDAQUILINE,INDUCTEURS ENZYMATIQUES,bedaquiline,inducteurs enzymatiques,high,ASDEC,Diminution des concentrations plasmatiques de bédaquiline par augmentation de son métabolisme par l’inducteur.,,38
BÉDAQUILINE,INHIBITEURS PUISSANTS DU CYP3A4,bedaquiline,inhibiteurs puissants du cyp3a4,high,ASDEC,Augmentation des concentrations plasmatiques de bédaquiline par diminution de son métabolisme hépatique par l’inhibiteur.,"Si l’association est nécessaire, une surveillance ECG plus fréquente et une surveillance des transaminases sont recommandées.",39
BÉDAQUILINE,MILLEPERTUIS,bedaquiline,millepertuis,high,ASDEC,Risque de diminution des concentrations plasmatiques de bédaquiline par augmentation de son métabolisme par l’inducteur.,,39
BÉLATACEPT,VACCINS VIVANTS ATTÉNUÉS,belatacept,vaccins vivants attenues,high,ASDEC,"Risque de maladie vaccinale généralisée, éventuellement mortelle.",,39
BENZODIAZÉPINES ET APPARENTÉS,BARBITURIQUES,benzodiazepines et apparentes,barbituriques,low,APEC,"Risque majoré de sédation et de dépression respiratoire pouvant entraîner coma et décès, notamment chez le sujet âgé. Il convient de limiter autant que possible les doses et la durée de l’association.",,39
BENZODIAZÉPINES ET APPARENTÉS,BUPRENORPHINE,benzodiazepines et apparentes,buprenorphine,low,APEC,"Avec la buprénorphine utilisée en traitement de substitution : risque majoré de dépression respiratoire, pouvant être fatale.",Evaluer attentivement le rapport bénéfice/risque de cette association. Informer le patient de la nécessité de respecter les doses prescrites.,39
BENZODIAZÉPINES ET APPARENTÉS,CLOZAPINE,benzodiazepines et apparentes,clozapine,low,APEC,Risque accru de collapsus avec arrêt respiratoire et / ou cardiaque.,,39
BENZODIAZÉPINES ET APPARENTÉS,MORPHINIQUES,benzodiazepines et apparentes,morphiniques,low,APEC,"Risque majoré de sédation et de dépression respiratoire pouvant entraîner coma et décès, notamment chez le sujet âgé. Il convient de limiter autant que possible les doses et la durée de l’association.",,39
BÊTA-2 MIMÉTIQUES,BÊTA-BLOQUANTS NON CARDIO-SÉLECTIFS (Y COMPRIS COLLYRES),beta-2 mimetiques,beta-bloquants non cardio-selectifs (y compris collyres),low,APEC,Risque de moindre efficacité réciproque par antagonisme pharmacodynamique.,,39
BÊTA-2 MIMÉTIQUES,HALOTHANE,beta-2 mimetiques,halothane,high,ASDEC,"En cas d'intervention obstétricale, majoration de l'inertie utérine avec risque hémorragique ; par ailleurs, troubles du rythme ventriculaires graves, par augmentation de la réactivité cardiaque.",Interrompre le traitement par bêta-2 mimétiques si l'anesthésie doit se faire sous halothane.,39
BÊTA-2 MIMÉTIQUES,INSULINE,beta-2 mimetiques,insuline,moderate,PE,Elévation de la glycémie par le bêta-2 mimétique.,Renforcer la surveillance sanguine et urinaire.,39
BÊTA-2 MIMÉTIQUES,SULFAMIDES HYPOGLYCÉMIANTS,beta-2 mimetiques,sulfamides hypoglycemiants,moderate,PE,Elévation de la glycémie par le bêta-2 mimétique.,"Renforcer la surveillance sanguine et urinaire. Passer éventuellement à l'insuline, le cas échéant.",39
BÊTA-BLOQUANTS (SAUF ESMOLOL ET SOTALOL) (Y COMPRIS COLLYRES),AMIODARONE,beta-bloquants (sauf esmolol et sotalol) (y compris collyres),amiodarone,moderate,PE,Troubles de l'automatisme et de la conduction (suppression des mécanismes sympathiques compensateurs).,Surveillance clinique et ECG.,39
BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),ANESTHÉSIQUES VOLATILS HALOGÉNÉS,beta-bloquants (sauf esmolol) (y compris collyres),anesthesiques volatils halogenes,moderate,PE,Réduction des réactions cardiovasculaires de compensation par les bêta-bloquants. L'inhibition bêta-adrénergique peut être levée durant l'intervention par les bêta-mimétiques.,"En règle générale, ne pas arrêter le traitement bêta-bloquant et, de toute façon, éviter l'arrêt brutal. Informer l'anesthésiste de ce traitement.",40
BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),ANTIHYPERTENSEURS CENTRAUX,beta-bloquants (sauf esmolol) (y compris collyres),antihypertenseurs centraux,moderate,PE,Augmentation importante de la pression artérielle en cas d'arrêt brutal du traitement par l'antihypertenseur central.,Eviter l'arrêt brutal du traitement par l'antihypertenseur central. Surveillance clinique.,40
BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),ANTI-INFLAMMATOIRES NON STÉROÏDIENS,beta-bloquants (sauf esmolol) (y compris collyres),anti-inflammatoires non steroidiens,low,APEC,Réduction de l'effet antihypertenseur (inhibition des prostaglandines vasodilatatrices par les anti-inflammatoires non stéroïdiens).,,40
BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),DIHYDROPYRIDINES,beta-bloquants (sauf esmolol) (y compris collyres),dihydropyridines,low,APEC,"Hypotension, défaillance cardiaque chez les patients en insuffisance cardiaque latente ou non contrôlée (addition des effets inotropes négatifs). Le bêta-bloquant peut par ailleurs minimiser la réaction sympathique réflexe mise en jeu en cas de répercussion hémodynamique excessive.",,40
BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),DILTIAZEM,beta-bloquants (sauf esmolol) (y compris collyres),diltiazem,high,ASDEC,"Troubles de l'automatisme (bradycardie excessive, arrêt sinusal), troubles de la conduction sino-auriculaire et auriculo-ventriculaire et défaillance cardiaque.","Une telle association ne doit se faire que sous surveillance clinique et ECG étroite, en particulier chez le sujet âgé ou en début de traitement.",40
BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),DIPYRIDAMOLE,beta-bloquants (sauf esmolol) (y compris collyres),dipyridamole,low,APEC,Avec le dipyridamole par voie injectable : majoration de l'effet antihypertenseur.,,40
BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),GLINIDES,beta-bloquants (sauf esmolol) (y compris collyres),glinides,moderate,PE,Tous les bêta-bloquants peuvent masquer certains symptômes de l'hypoglycémie : palpitations et tachycardie.,"Prévenir le patient et renforcer, surtout en début de traitement, l'autosurveillance glycémique.",40
BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),GLIPTINES,beta-bloquants (sauf esmolol) (y compris collyres),gliptines,moderate,PE,Tous les bêtabloquants peuvent masquer certains symptômes de l'hypoglycémie : palpitations et tachycardie.,"Prévenir le patient et renforcer, surtout en début de traitement, l'autosurveillance glycémique.",40
BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),INSULINE,beta-bloquants (sauf esmolol) (y compris collyres),insuline,moderate,PE,Tous les bêtabloquants peuvent masquer certains symptômes de l'hypoglycémie : palpitations et tachycardie.,"Prévenir le patient et renforcer, surtout en début de traitement, l'autosurveillance glycémique.",40
BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),LIDOCAINE,beta-bloquants (sauf esmolol) (y compris collyres),lidocaine,moderate,PE,Avec la lidocaïne utilisée par voie IV : augmentation des concentrations plasmatiques de lidocaïne avec possibilité d'effets indésirables neurologiques et cardiaques (diminution de la clairance hépatique de la lidocaïne).,"Surveillance clinique, ECG et éventuellement contrôle des concentrations plasmatiques de lidocaïne pendant l'association et après l'arrêt du bêta-bloquant. Adaptation si besoin de la posologie de la lidocaïne.",40
BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),PROPAFENONE,beta-bloquants (sauf esmolol) (y compris collyres),propafenone,moderate,PE,"Troubles de la contractilité, de l'automatisme et de la conduction (suppression des mécanismes sympathiques compensateurs).",Surveillance clinique et ECG.,40
BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),SULFAMIDES HYPOGLYCÉMIANTS,beta-bloquants (sauf esmolol) (y compris collyres),sulfamides hypoglycemiants,moderate,PE,Tous les bêta-bloquants peuvent masquer certains symptômes de l'hypoglycémie : palpitations et tachycardie.,"Prévenir le patient et renforcer, surtout en début de traitement, l'autosurveillance glycémique.",40
BÊTA-BLOQUANTS (SAUF ESMOLOL) (Y COMPRIS COLLYRES),VERAPAMIL,beta-bloquants (sauf esmolol) (y compris collyres),verapamil,high,ASDEC,"Troubles de l'automatisme (bradycardie excessive, arrêt sinusal), trouble de la conduction sino-auriculaire et auriculo-ventriculaire et défaillance cardiaque.","Une telle association ne doit se faire que sous surveillance clinique et ECG étroite, en particulier chez le sujet âgé ou en début de traitement.",40
BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,AMIODARONE,beta-bloquants dans l'insuffisance cardiaque,amiodarone,moderate,PE,Troubles de l'automatisme et de la conduction cardiaque avec risque de bradycardie excessive.,Surveillance clinique et ECG régulière.,41
BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,ANESTHÉSIQUES VOLATILS HALOGÉNÉS,beta-bloquants dans l'insuffisance cardiaque,anesthesiques volatils halogenes,moderate,PE,Réduction des réactions cardiovasculaires de compensation par les bêta-bloquants. L'inhibition bêta-adrénergique peut être levée durant l'intervention par les bêta-stimulants.,"En règle générale, ne pas arrêter le traitement bêta-bloquant et, de toute façon, éviter l'arrêt brutal. Informer l'anesthésiste de ce traitement.",41
BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,ANTICHOLINESTÉRASIQUES,beta-bloquants dans l'insuffisance cardiaque,anticholinesterasiques,moderate,PE,Risque de bradycardie excessive (addition des effets bradycardisants).,"Surveillance clinique régulière, notamment en début d'association.",41
BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,ANTIDÉPRESSEURS IMIPRAMINIQUES,beta-bloquants dans l'insuffisance cardiaque,antidepresseurs imipraminiques,low,APEC,"Effet vasodilatateur et risque d'hypotension, notamment orthostatique (effet additif).",,41
BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,ANTIHYPERTENSEURS CENTRAUX,beta-bloquants dans l'insuffisance cardiaque,antihypertenseurs centraux,high,ASDEC,"Diminution centrale du tonus sympathique et effet vasodilatateur des antihypertenseurs centraux, préjudiciables en cas d'insuffisance cardiaque traitée par bêta-bloquant et vasodilatateur.",,41
BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,DIGOXINE,beta-bloquants dans l'insuffisance cardiaque,digoxine,low,APEC,"Troubles de l’automatisme (bradycardie, arrêt sinusal) et troubles de la conduction sino-auriculaire et auriculo-ventriculaire.",,41
BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,DIHYDROPYRIDINES,beta-bloquants dans l'insuffisance cardiaque,dihydropyridines,low,APEC,"Hypotension, défaillance cardiaque chez les malades en insuffisance cardiaque latente ou non contrôlée (effet inotrope négatif in vitro des dihydropyridines plus ou moins marqué et susceptibles de s'additionner aux effets inotropes négatifs des bêta- bloquants). La présence d'un traitement bêta-bloquant peut par ailleurs minimiser la réaction sympathique réflexe mise en jeu en cas de répercussion hémodynamique excessive.",,41
BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,DILTIAZEM,beta-bloquants dans l'insuffisance cardiaque,diltiazem,high,ASDEC,"Effet inotrope négatif avec risque de décompensation de l’insuffisance cardiaque, troubles de l'automatisme (bradycardie, arrêt sinusal) et troubles de la conduction sino-auriculaire et auriculo-ventriculaire.",,41
BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,GLINIDES,beta-bloquants dans l'insuffisance cardiaque,glinides,moderate,PE,Tous les bêtabloquants peuvent masquer certains symptômes de l'hypoglycémie : palpitations et tachycardie.,"Prévenir le patient et renforcer, surtout en début de traitement, l'autosurveillance glycémique.",41
BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,INSULINE,beta-bloquants dans l'insuffisance cardiaque,insuline,moderate,PE,Tous les bêtabloquants peuvent masquer certains symptômes de l'hypoglycémie : palpitations et tachycardie.,"Prévenir le patient et renforcer, surtout en début de traitement, l'autosurveillance glycémique.",41
BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,LIDOCAINE,beta-bloquants dans l'insuffisance cardiaque,lidocaine,low,APEC,Effet inotrope négatif avec risque de décompensation cardiaque.,,41
BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,MEXILETINE,beta-bloquants dans l'insuffisance cardiaque,mexiletine,critical,CI,Effet inotrope négatif avec risque de décompensation cardiaque.,,41
BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,NEUROLEPTIQUES,beta-bloquants dans l'insuffisance cardiaque,neuroleptiques,low,APEC,"Effet vasodilatateur et risque d'hypotension, notamment orthostatique (effet additif).",,41
BÊTA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE,SUBSTANCES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES,beta-bloquants dans l'insuffisance cardiaque,substances susceptibles de donner des torsades de pointes,moderate,PE,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes.",Surveillance clinique et électrocardiographique.,42
